Severity,Date,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,City,County,State,Zipcode,Timezone,Weather_Timestamp,Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Temperature(F)
1,2022-06-10,06:12:23,07:09:31,27.854755,-81.827278,0.0,Crash on US-17 near Valmont Utility.,Bartow,Polk,FL,33830,US/Eastern,06:15:00,,29.82,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,80.6
2,2022-06-11,23:03:16,00:21:52,25.584329,-80.413285,0.194,Incident on SW 137TH AVE near HOUSE 19901 Drive with caution.,Miami,Miami-Dade,FL,33177,US/Eastern,22:53:00,,30.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,81.5
1,2022-06-14,06:47:34,07:45:59,27.867701,-82.29052,0.0,Crash on Tidal Breeze Dr near Swaying Moss Cir.,Riverview,Hillsborough,FL,33569-4722,US/Eastern,06:55:00,,30.06,0.5,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.4
2,2022-06-16,06:24:30,09:28:00,39.021311,-76.94509599999998,6.34,Slow traffic on I-95 S - I-495 S from MD-650/New Hampshire Ave/Exit 28 (Capital Beltway/I-495) to US-50/Exit 19 (Capital Beltway/I-495) due to accident.,College Park,Prince George's,MD,20740,US/Eastern,06:29:00,,30.08,4.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,79.5
2,2022-06-16,07:06:20,08:24:20,38.938901,-76.91454499999998,1.067,Incident on BALTIMORE-WASHINGTON PKWY near BALTIMORE-WASHINGTON PKWY Drive with caution.,Hyattsville,Prince George's,MD,20784,US/Eastern,06:59:00,,30.07,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,79.5
2,2022-06-16,07:33:15,08:52:16,28.37641,-80.708572,0.0,Crash on Jordon Rd near Oxford Ave.,Merritt Island,Brevard,FL,32953,US/Eastern,07:56:00,,30.08,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,83.1
2,2022-06-17,03:18:21,05:00:24,39.014219,-77.057916,0.335,Incident on I-495 WB near I-495 Drive with caution.,Silver Spring,Montgomery,MD,20910,US/Eastern,03:19:00,,29.81,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,83.0
2,2022-06-26,15:19:00,15:42:09,27.98192,-82.326169,0.91,Slow traffic on I-75 N from FL-60/Exit 51 (I-75) to I-4/Exit 53 (I-75) due to accident.,Tampa,Hillsborough,FL,33610,US/Eastern,15:15:00,,29.97,10.0,ENE,9.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,83.6
2,2022-06-27,10:13:34,11:30:14,38.90704,-76.849953,0.055,Incident on I-95 SB near MD-202 Drive with caution.,Hyattsville,Prince George's,MD,20785,US/Eastern,10:19:00,,29.93,10.0,WNW,5.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,76.4
2,2022-06-28,07:31:35,08:49:36,38.946518,-77.036473,0.027,Incident on 16TH ST near 16TH ST Drive with caution.,Washington,District of Columbia,DC,20011-4328,US/Eastern,07:39:00,,30.13,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,73.2
2,2022-06-29,06:22:16,07:36:48,38.99276,-76.991318,0.0,Crash on University Blvd at Merrimac Dr.,Silver Spring,Montgomery,MD,20903-2919,US/Eastern,06:19:00,,30.19,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,76.4
2,2022-06-29,15:35:37,16:27:09,27.996126,-82.388583,0.949,Stationary traffic on US-92 E from FL-583/56th St (US-92) to I-4 (US-92) due to accident.,Tampa,Hillsborough,FL,33610-5418,US/Eastern,15:35:00,,30.09,10.0,ENE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.3
1,2022-06-30,05:34:32,06:33:25,27.83518,-82.32869000000002,0.0,Crash on US-301 at Symmes Rd.,Riverview,Hillsborough,FL,33578-6124,US/Eastern,05:35:00,,30.09,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,84.0
2,2022-07-01,07:43:50,08:42:44,27.85218,-82.34652700000002,0.0,Crash on I-75 Northbound after Exit 250 Gibsonton Dr.,Gibsonton,Hillsborough,FL,33534,US/Eastern,07:35:00,,30.08,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,83.4
2,2022-07-03,18:24:00,21:39:49,28.191287,-82.465721,0.023,Incident on LAND O LAKES BLVD near SR-54 Expect delays.,Lutz,Pasco,FL,33549,US/Eastern,18:15:00,,30.09,10.0,E,3.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,83.4
2,2022-07-06,04:31:13,13:36:14,38.977125,-77.106735,0.008,MD 614 EAST/WEST BETWEEN BRADLEY BLVD AND RIVER RD,Bethesda,Montgomery,MD,20814,US/Eastern,04:38:00,,29.81,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,82.4
2,2022-07-07,21:47:30,22:03:30,39.015118,-77.004389,0.5720000000000001,Slow traffic on I-495 E from US-29/Colesville Rd/Exit 30 (Capital Beltway/I-495) to MD-650/New Hampshire Ave/Exit 28 (Capital Beltway/I-495) due to accident.,Silver Spring,Montgomery,MD,20901,US/Eastern,21:38:00,,29.93,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,78.8
2,2022-07-07,21:51:00,22:11:00,38.946332,-76.81119,0.643,Slow traffic on US-50 E - John Hanson Hwy E from MD-704/Martin Luther King Jr Hwy/Exit 8 (US-50) to MD-197/Collington Rd/Exit 11 (US-50) due to accident.,Bowie,Prince George's,MD,20721,US/Eastern,21:58:00,,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,78.8
2,2022-07-08,16:27:16,17:30:42,27.967119,-82.360262,0.703,Stationary traffic on US-301 N from FL-60/Adamo Dr (US-301) to FL-574/E Dr Martin Luther King Jr Blvd (US-301) due to accident.,Tampa,Hillsborough,FL,33619,US/Eastern,16:35:00,,30.03,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,85.3
1,2022-07-08,05:23:26,07:51:13,28.06929,-82.393723,0.0,Crash on CR-582A Fletcher Ave at CR-583 56th St.,Tampa,Hillsborough,FL,33617,US/Eastern,05:15:00,,30.03,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,85.3
2,2022-07-08,16:20:00,17:35:50,27.973291,-82.36028,0.031,Incident on US-301 NB near SABAL INDUSTRIAL BLVD Drive with caution.,Tampa,Hillsborough,FL,33619,US/Eastern,16:15:00,,30.03,10.0,S,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,85.3
2,2022-07-09,19:30:00,20:45:02,38.947576,-76.972336,0.056,Incident on QUEENS CHAPEL RD near QUEENS CHAPEL RD Drive with caution.,Mount Rainier,Prince George's,MD,20712-1208,US/Eastern,19:38:00,,29.98,10.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,73.6
2,2022-07-09,13:02:07,13:36:08,27.937774,-82.278887,0.5870000000000001,Stationary traffic on FL-60 from Valrico Rd (FL-60) to Lakewood Dr (FL-60) due to accident.,Brandon,Hillsborough,FL,33511,US/Eastern,12:55:00,,30.09,10.0,SSW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,85.1
2,2022-07-09,05:15:00,05:50:30,39.006225,-77.07044,0.989,Slow traffic on I-495 E from MD-185/Connecticut Ave/Exit 33 (Capital Beltway/I-495) to MD-97/Georgia Ave/Exit 31 (Capital Beltway/I-495) due to accident.,Chevy Chase,Montgomery,MD,20815,US/Eastern,02:12:00,,29.93,1.0,WNW,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,73.6
2,2022-07-10,19:21:33,19:51:14,27.937677,-82.31031800000002,0.0,Lane blocked due to crash on FL-60 Brandon Blvd at Lakewood Dr.,Brandon,Hillsborough,FL,33511,US/Eastern,19:15:00,,29.92,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,85.1
2,2022-07-10,13:46:00,15:01:23,27.96506524,-82.44961381,0.38,Incident on I-4 WB near MM 1 Drive with caution.,Tampa,Hillsborough,FL,33605,US/Eastern,13:55:00,,29.97,10.0,WNW,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,85.1
2,2022-07-11,19:42:00,21:26:54,28.00226,-82.326886,1.126,Incident on I-75 NB near I-4 Expect long delays.,Seffner,Hillsborough,FL,33584,US/Eastern,19:35:00,,29.93,10.0,WSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,83.8
2,2022-07-11,05:43:30,07:36:30,39.015986,-77.11623399999998,2.36,Stationary traffic on I-495 S - I-495 W from I-270/Exit 35 (Capital Beltway/I-495) to MD-190/River Rd/Exit 39 (Capital Beltway/I-495) due to accident.,Bethesda,Montgomery,MD,20814,US/Eastern,05:38:00,,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,73.4
1,2022-07-12,07:53:28,08:52:39,28.00662,-82.277702,0.0,Crash on US-92 at Kingsway Rd.,Seffner,Hillsborough,FL,33584,US/Eastern,07:35:00,,29.95,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,85.0
2,2022-07-12,08:18:47,09:41:57,28.073788,-82.35084499999998,0.0,Crash on I-75 Southbound at Exit 266 CR-579 Fletcher Ave.,Tampa,Hillsborough,FL,33637,US/Eastern,08:15:00,,29.96,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,85.0
1,2022-07-12,07:48:29,08:47:51,27.972605,-82.33503,0.0,Crash on Falkenburg Rd at CR-574 Broadway Ave.,Tampa,Hillsborough,FL,33610,US/Eastern,07:35:00,,29.95,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,85.0
2,2022-07-12,18:22:24,19:08:19,27.92458,-82.329178,1.399999976158142,Entry ramp to Selmon Expy Westbound at Exits 254 256 257 from I-75 Northbound lane blocked due to crash.,Brandon,Hillsborough,FL,33511-1998,US/Eastern,17:55:00,,29.96,10.0,SW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,85.0
3,2022-07-13,05:08:23,05:38:01,39.013336,-77.041924,0.0,Two lanes blocked and right hand shoulder blocked due to crash on I-495 Capital Beltway anticlockwise at Exits 31 31A 31B MD-97 Georgia Ave.,Silver Spring,Montgomery,MD,20910,US/Eastern,09:48:00,,29.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,80.8
2,2022-07-13,12:32:00,13:47:21,28.186064,-82.449054,0.018,Incident on HERON COVE DR near SR-54 Expect delays.,Land O Lakes,Pasco,FL,34639-5281,US/Eastern,12:35:00,,30.09,10.0,SSW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,86.0
1,2022-07-14,08:30:52,09:20:00,28.09132,-82.45148499999998,0.0,Crash on US-41 Nebraska Ave at Sinclair Hills Rd.,Tampa,Hillsborough,FL,33613,US/Eastern,08:35:00,,30.09,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,83.8
2,2022-07-14,07:17:00,08:32:38,28.054245,-82.362062,0.0069999999999999,Incident on MORRIS BRG near E FOWLER AVE Expect delays.,Tampa,Hillsborough,FL,33617,US/Eastern,07:15:00,,30.08,7.0,CALM,0.0,0.0,Fair,False,False,True,False,False,True,False,False,False,False,False,True,False,Day,83.8
2,2022-07-15,13:13:00,16:19:40,28.194271,-82.383882,1.233,Incident on I-75 NB near MM 275 Road closed. Take alternate route.,Lutz,Pasco,FL,33559,US/Eastern,13:15:00,,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,82.9
1,2022-07-15,08:07:28,10:10:02,27.988779,-82.318741,0.0,Crash on Williams Rd at Clay Pit Rd.,Tampa,Hillsborough,FL,33610-9324,US/Eastern,08:15:00,,30.1,10.0,ESE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,82.9
2,2022-07-15,17:54:23,18:17:11,28.191335,-82.379245,0.215,Stationary traffic on FL-56 from CR-581/Bruce B Downs Blvd (FL-56) to I-75 (FL-56) due to accident.,Wesley Chapel,Pasco,FL,33544,US/Eastern,17:15:00,,30.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,82.9
2,2022-07-15,18:00:02,18:20:02,28.19116,-82.379047,0.232,Stationary traffic on FL-56 from CR-581/Bruce B Downs Blvd (FL-56) to I-75 (FL-56) due to accident.,Wesley Chapel,Pasco,FL,33544,US/Eastern,17:15:00,,30.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,82.9
2,2022-07-16,18:05:00,19:20:05,27.955331,-82.32763299999998,0.917,Incident on I-75 SB near MM 260 Drive with caution.,Tampa,Hillsborough,FL,33619,US/Eastern,17:55:00,,29.99,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,80.6
1,2022-07-18,07:51:41,08:50:06,27.950056,-82.402367,0.0,Crash on FL-618-TOLL Selmon Expy near Exit 11 US-41 50th St.,Tampa,Hillsborough,FL,33605,US/Eastern,07:55:00,,30.06,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.0
1,2022-07-19,07:30:47,08:29:16,27.998659000000004,-82.31881,0.0,Crash on US-92 at Williams Rd.,Tampa,Hillsborough,FL,33610-5976,US/Eastern,07:35:00,,30.09,7.0,CALM,0.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,84.1
1,2022-07-20,06:54:00,09:26:07,27.911869,-82.347923,0.0,Crash on US-301 at Crescent Park Dr.,Riverview,Hillsborough,FL,33578,US/Eastern,06:55:00,,30.06,7.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,True,False,False,False,False,False,False,False,True,False,Day,84.7
2,2022-07-21,08:08:00,09:25:30,38.940901,-76.88376,5.0310000000000015,Slow traffic on US-50 W - New York Ave W - John Hanson Hwy W from MD-410/Exit 5 (US-50) to Bladensburg Rd (US-50) due to accident.,Hyattsville,Prince George's,MD,20784,US/Eastern,08:18:00,,29.66,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,85.1
3,2022-07-22,16:55:26,18:39:44,28.005054,-82.328278,0.0,Left lane blocked due to crash on I-75 Southbound before I-4 Exit 9.,Tampa,Hillsborough,FL,33610,US/Eastern,16:55:00,,30.03,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.8
2,2022-07-22,05:36:30,06:46:30,32.683979,-97.436899,1.272,Stationary traffic on I-820 W - I-20 W from Bryant Irvin Rd/Exit 431 (I-20/I-820) to Winscott Rd/Exit 429 (I-20/I-820) due to accident.,Fort Worth,Tarrant,TX,76126,US/Central,05:52:00,,29.24,10.0,SSE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,93.1
3,2022-07-22,10:35:18,11:04:40,28.041664,-82.351318,0.0,Two right lane blocked due to crash on I-75 Southbound at Exit 265 FL-582 Fowler Ave.,Tampa,Hillsborough,FL,33637,US/Eastern,10:35:00,,30.09,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.8
2,2022-07-22,13:07:11,13:36:34,27.922119,-82.401894,0.0,Right lane blocked due to crash on US-41 50th St Northbound at 30th Ave.,Tampa,Hillsborough,FL,33619,US/Eastern,13:15:00,,30.07,10.0,ESE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.8
2,2022-07-23,09:33:30,12:10:30,27.906493,-82.341822,4.685,Stationary traffic on I-75 N from US-301/Exit 49 (I-75) to FL-574/Exit 52 (I-75) due to accident.,Riverview,Hillsborough,FL,33578,US/Eastern,09:35:00,,30.11,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.2
2,2022-07-24,04:25:00,05:42:44,27.971693,-82.396613,0.332,Incident on I-4 EB near 50TH ST Left lane blocked.,Tampa,Hillsborough,FL,33619,US/Eastern,04:35:00,,30.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,84.0
2,2022-07-24,21:37:30,03:01:57,39.039666,-76.990711,0.012,MD 650 NORTH/SOUTH FROM LOCKWOOD DR TO NORTHWEST DR,Silver Spring,Montgomery,MD,20901,US/Eastern,21:38:00,,29.91,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,True,True,False,Night,86.4
2,2022-07-24,21:37:30,03:40:21,39.039666,-76.990711,0.012,MD 650 NORTH/SOUTH FROM LOCKWOOD DR TO NORTHWEST DR,Silver Spring,Montgomery,MD,20901,US/Eastern,21:38:00,,29.91,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,True,True,False,Night,86.4
2,2022-07-24,21:43:00,22:13:30,39.036532,-76.995949,0.355,Stationary traffic on Lockwood Dr from Northwest Dr to New Hampshire Ave due to accident.,Silver Spring,Montgomery,MD,20901-4518,US/Eastern,21:38:00,,29.91,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,86.4
2,2022-07-25,08:04:53,09:02:22,27.960295,-82.456726,0.0,Crash on I-275 Northbound after I-4.,Tampa,Hillsborough,FL,33602,US/Eastern,07:55:00,,30.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,83.2
2,2022-07-25,15:34:31,20:11:18,28.005986,-82.302314,4.188,Slow traffic on I-4 E from I-75/Exit 7 (I-4) to Branch Forbes Rd/Exit 10 (I-4) due to accident.,Seffner,Hillsborough,FL,33584,US/Eastern,15:35:00,,30.06,10.0,SE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,83.2
2,2022-07-25,08:23:57,09:22:42,28.052414,-82.353851,0.0,Left lane blocked due to crash on FL-582 Fowler Ave Westbound after I-75 Exit 265.,Tampa,Hillsborough,FL,33637,US/Eastern,08:15:00,,30.09,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,83.2
2,2022-07-25,15:09:51,18:54:54,26.184439,-80.152403,3.854,Stationary traffic on I-95 S from Andrews Ave (I-95) to FL-842/Broward Blvd/Exit 27 (I-95) due to accident.,Fort Lauderdale,Broward,FL,33309,US/Eastern,14:53:00,,30.07,10.0,E,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.3
3,2022-07-26,07:10:23,08:39:54,28.004169,-82.326363,0.9399999976158142,Entry ramp to I-4 both ways at Exit 261 from I-75 Northbound lane blocked due to crash.,Seffner,Hillsborough,FL,33584,US/Eastern,07:15:00,,30.09,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,82.0
2,2022-07-26,05:48:30,10:49:30,39.020162,-76.958232,1.944,Stationary traffic on I-495 W from Exit 27 (Capital Beltway/I-495) to MD-193/University Blvd/Exit 29 (Capital Beltway/I-495) due to accident.,Hyattsville,Prince George's,MD,20783,US/Eastern,05:38:00,,29.93,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,77.9
2,2022-07-27,07:49:46,09:09:00,25.862028,-80.204575,0.065,Incident on NW 95TH ST near HOUSE 440 Expect delays.,Miami,Miami-Dade,FL,33150-2122,US/Eastern,07:53:00,,30.08,8.0,ENE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,84.2
2,2022-07-28,12:45:05,13:14:29,34.947163,-86.57177,0.0,Lane blocked due to crash on US-231 Southbound near Charity Ln.,Hazel Green,Madison,AL,35750-9037,US/Central,12:35:00,,29.23,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,85.4
2,2022-07-29,13:42:30,14:55:30,38.942186,-76.91145,1.347,Stationary traffic on MD-295 S from Riverdale Rd (MD-295) to US-50/MD-201/Kenilworth Ave (MD-295) due to accident.,Bladensburg,Prince George's,MD,20710,US/Eastern,13:38:00,,29.89,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,80.5
2,2022-07-29,17:03:27,18:06:59,38.916956,-76.993836,0.339,Stationary traffic on 9th St NE from Brentwood Rd NE to Brentwood Pkwy NE/Mt Olivet Rd NE due to accident.,Washington,District of Columbia,DC,20018,US/Eastern,16:58:00,,29.85,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,80.5
1,2022-07-29,07:57:14,08:54:50,27.927935,-82.332649,0.0,Crash on FL-618-TOLL Selmon Expy Westbound near I-75.,Tampa,Hillsborough,FL,33619,US/Eastern,07:55:00,,30.1,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,85.2
2,2022-07-30,10:52:00,12:07:56,27.937621000000004,-82.3079,0.049,Incident on W BRANDON BLVD near SR-60 Drive with caution.,Brandon,Hillsborough,FL,33511-4805,US/Eastern,10:55:00,,30.18,10.0,ESE,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,85.1
2,2022-07-31,16:33:00,18:08:20,28.209426,-82.393557,0.064,Incident on WESLEY CHAPEL BLVD near BRAMBLEWOOD BLVD Expect delays.,Lutz,Pasco,FL,33559-7202,US/Eastern,16:35:00,,30.11,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,85.7
2,2022-08-01,06:16:08,08:23:25,38.989932,-77.069784,0.018,Incident on MD-410 EB near BROOKVILLE RD Road closed. Take alternate route.,Chevy Chase,Montgomery,MD,20815-3911,US/Eastern,06:18:00,,29.95,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,78.7
2,2022-08-01,06:24:00,09:09:29,28.021684000000004,-82.334512,1.164,Incident on I-75 NB near MM 263 Left lane blocked.,Seffner,Hillsborough,FL,33584,US/Eastern,06:15:00,,30.15,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,85.8
2,2022-08-01,06:16:08,07:34:05,38.987895,-77.077225,0.403,Incident on MD-410 EB near CONNECTICUT AVE Drive with caution.,Chevy Chase,Montgomery,MD,20815,US/Eastern,06:18:00,,29.95,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,78.7
3,2022-08-01,15:01:46,15:54:19,27.9653,-82.452904,0.0,Center lane blocked due to crash on I-275 Southbound before Exits 44 45A 45B I-4 Exit 45A.,Tampa,Hillsborough,FL,33602,US/Eastern,14:55:00,,30.13,10.0,WSW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,85.8
1,2022-08-01,06:18:07,06:46:36,30.669479,-88.047493,0.0,Right hand shoulder blocked due to crash on I-10 Westbound at Exit 25 Franklin St.,Mobile,Mobile,AL,36603-2007,US/Central,06:53:00,,30.12,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.0
4,2022-08-01,06:16:08,02:20:25,38.989165,-77.07065899999998,0.071,Incident on MD-410 EB near BROOKVILLE RD Road closed. Take alternate route.,Chevy Chase,Montgomery,MD,20815,US/Eastern,06:18:00,,29.95,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,78.7
2,2022-08-02,08:36:00,10:14:11,28.237234,-82.357231,0.104,Incident on SR-54 EB near I-75 Expect long delays.,Wesley Chapel,Pasco,FL,33544-8410,US/Eastern,08:35:00,,30.1,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,85.0
1,2022-08-04,07:26:40,08:24:33,27.958561,-82.335136,0.0,Crash on Falkenburg Rd near Fisher Ave.,Tampa,Hillsborough,FL,33619,US/Eastern,07:35:00,,30.03,7.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.1
2,2022-08-04,17:18:00,18:44:56,27.974007,-82.39416899999998,0.898,Incident on I-4 WB near MLK JR BLVD Right lane blocked. Expect delays.,Tampa,Hillsborough,FL,33619,US/Eastern,17:15:00,,29.99,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.1
2,2022-08-05,12:20:00,13:35:54,27.859557,-82.326536,0.069,Incident on US-301 near US HIGHWAY 301 S Drive with caution.,Riverview,Hillsborough,FL,33578-5442,US/Eastern,12:15:00,,30.11,10.0,SSE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,83.7
1,2022-08-09,07:59:25,08:58:26,28.19171,-82.465721,0.0,Crash on FL-54 at US-41 Land O Lakes Blvd.,Lutz,Pasco,FL,33549,US/Eastern,07:55:00,,30.1,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,82.9
3,2022-08-10,05:57:56,06:55:13,27.990185,-82.453499,0.0,Lane blocked due to crash on I-275 Northbound after Exit 46B Taliaferro Ave.,Tampa,Hillsborough,FL,33603,US/Eastern,05:55:00,,30.13,5.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,84.1
2,2022-08-15,06:35:30,10:12:00,25.904473,-80.32467199999998,4.7360000000000015,Slow traffic on FL-826 S from 154th St/Miami Lakes Dr (FL-826) to 58th St (FL-826) due to accident.,Hialeah,Miami-Dade,FL,33014,US/Eastern,06:53:00,,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,84.2
1,2022-08-16,06:39:17,07:45:28,27.903391,-82.272163,0.0,Crash on Strawberry Ln near Blackberry Ln.,Brandon,Hillsborough,FL,33511-7552,US/Eastern,06:35:00,,29.9,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,84.1
2,2022-08-20,21:39:00,00:19:20,41.095897,-79.487041,0.804,Incident on PA-68 SB near WALKER FARM RD Drive with caution.,Rimersburg,Clarion,PA,16248,US/Eastern,21:56:00,,28.71,10.0,SE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,74.4
